Spelling	speling	speling	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Spelling	speling	speling	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Spelling	speling	speling	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Spelling	speling	speling	NOUN.Sg.Acc	1.0	dict/danneil.json
Spelling	speling	speling	NOUN.Sg.Dat	1.0	dict/danneil.json
Spelling	speling	speling	NOUN.Sg.Nom	1.0	dict/danneil.json
Speljen	speljen	speljen	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Speljen	speljen	speljen	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Speljen	speljen	speljen	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Speljen	speljen	speljen	NOUN.Sg.Acc	1.0	dict/danneil.json
Speljen	speljen	speljen	NOUN.Sg.Dat	1.0	dict/danneil.json
Speljen	speljen	speljen	NOUN.Sg.Nom	1.0	dict/danneil.json
Spenderbücks'n	spendErbüksen	spendEr+büksen	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Spendêrbücks'n	spendErbüksen	spendEr+büksen	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Spenderbücks'n	spendErbüksen	spendEr+büksen	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Spendêrbücks'n	spendErbüksen	spendEr+büksen	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Spenderbücks'n	spendErbüksen	spendEr+büksen	NOUN.Pl.Nom	1.0	dict/danneil.json
Spendêrbücks'n	spendErbüksen	spendEr+büksen	NOUN.Pl.Nom	1.0	dict/danneil.json
Spend'l	spendl	spendl	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Spend’l	spendl	spendl	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Spend'l	spendl	spendl	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Spend’l	spendl	spendl	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Spend'l	spendl	spendl	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Spend’l	spendl	spendl	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Spend'l	spendl	spendl	NOUN.Sg.Acc	1.0	dict/danneil.json
Spend’l	spendl	spendl	NOUN.Sg.Acc	1.0	dict/danneil.json
Spend'l	spendl	spendl	NOUN.Sg.Dat	1.0	dict/danneil.json
Spend’l	spendl	spendl	NOUN.Sg.Dat	1.0	dict/danneil.json
Spend'l	spendl	spendl	NOUN.Sg.Nom	1.0	dict/danneil.json
Spend’l	spendl	spendl	NOUN.Sg.Nom	1.0	dict/danneil.json
spendabel	spendåbel	spendåbel	ADJ.Pos.Pred	1.0	dict/danneil.json
spendabel	spendåbel	spendåbel	ADV	0.78125	dict/danneil.json
sperrangelwit	sperangelwIt	sper+angel+wIt	ADJ.Pos.Pred	1.0	dict/danneil.json
sperrangelwit	sperangelwIt	sper+angel+wIt	ADV	0.78125	dict/danneil.json
Sperfektiv	sperfektIv	sperfektIv	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Sperfektiv	sperfektIv	sperfektIv	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Sperfektiv	sperfektIv	sperfektIv	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Sperenz'n	speréntsen	speréntsen	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Sperenz'n	speréntsen	speréntsen	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Sperenz'n	speréntsen	speréntsen	NOUN.Pl.Nom	1.0	dict/danneil.json
Sperënzk'n	speréntsken	speréntsken	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Sperënzk'n	speréntsken	speréntsken	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Sperënzk'n	speréntsken	speréntsken	NOUN.Pl.Nom	1.0	dict/danneil.json
Spett	spet	spet	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Spett	spet	spet	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Spett	spet	spet	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
spetaokeln	spetåkeln	spetåkeln	VERB.Inf	1.0	dict/danneil.json
spetaokeln	spetåkeln	spetåkeln	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Spechtholt	spextholt	spext+holt	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Spechtholt	spextholt	spext+holt	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Spechtholt	spextholt	spext+holt	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
spigenèr	spigenEren	spigenEren	VERB.Inf	1.0	dict/danneil.json
spigenêrn	spigenEren	spigenEren	VERB.Inf	1.0	dict/danneil.json
spigenèr	spigenEren	spigenEren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
spigenêrn	spigenEren	spigenEren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Spickhäring	spikhÄring	spik+hÄring	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Spickhäring	spikhÄring	spik+hÄring	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Spickhäring	spikhÄring	spik+hÄring	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Spill	spil	spil	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Spill	spil	spil	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Spill	spil	spil	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Spill	spil	spil	NOUN.Sg.Acc	1.0	dict/danneil.json
Spill	spil	spil	NOUN.Sg.Dat	1.0	dict/danneil.json
Spill	spil	spil	NOUN.Sg.Nom	1.0	dict/danneil.json
Spiller	spiler	spiler	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Spiller	spiler	spiler	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Spiller	spiler	spiler	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
spillern	spilern	spilern	VERB.Inf	1.0	dict/danneil.json
spillern	spilern	spilern	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
spillrig	spilrig	spilrig	ADJ.Pos.Pred	1.0	dict/danneil.json
spillrig	spilrig	spilrig	ADV	0.78125	dict/danneil.json
spillrig	spilrig	spilrig	ADJ.Pos.Pred	1.0	dict/danneil.json
spillrig	spilrig	spilrig	ADV	0.78125	dict/danneil.json
Spinnjumfer	spinjumfer	spin+jumfer?	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Spinnjumfer	spinjumfer	spin+jumfer?	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Spinnjumfer	spinjumfer	spin+jumfer?	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Spinnkår	spinkar	spin+kar?	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Spinnkår	spinkar	spin+kar?	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Spinnkår	spinkar	spin+kar?	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Spinnkår	spinkar	spin+kar?	NOUN.Sg.Acc	1.0	dict/danneil.json
Spinnkår	spinkar	spin+kar?	NOUN.Sg.Dat	1.0	dict/danneil.json
Spinnkår	spinkar	spin+kar?	NOUN.Sg.Nom	1.0	dict/danneil.json
Spinnwäw	spinwÄv	spin+wÄv	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Spinnwäw	spinwÄv	spin+wÄv	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Spinnwäw	spinwÄv	spin+wÄv	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
spinn'	spinen	spinen	VERB.Inf	1.0	dict/danneil.json
spinn'	spinen	spinen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Spint	spint	spint	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Spint	spint	spint	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Spint	spint	spint	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Spint	spint	spint	NOUN.Sg.Acc	1.0	dict/danneil.json
Spint	spint	spint	NOUN.Sg.Dat	1.0	dict/danneil.json
Spint	spint	spint	NOUN.Sg.Nom	1.0	dict/danneil.json
spintisim	spintisIeren	spintisIeren	VERB.Inf	1.0	dict/danneil.json
spintisirn	spintisIeren	spintisIeren	VERB.Inf	1.0	dict/danneil.json
spintisîrn	spintisIeren	spintisIeren	VERB.Inf	1.0	dict/danneil.json
spintisim	spintisIeren	spintisIeren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
spintisirn	spintisIeren	spintisIeren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
spintisîrn	spintisIeren	spintisIeren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Spir	spir	spir?	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Spir	spir	spir?	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Spir	spir	spir?	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Spir	spir	spir?	NOUN.Sg.Acc	1.0	dict/danneil.json
Spir	spir	spir?	NOUN.Sg.Dat	1.0	dict/danneil.json
Spir	spir	spir?	NOUN.Sg.Nom	1.0	dict/danneil.json
Spirk'n	spirken	spirken?	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Spirk'n	spirken	spirken?	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Spirk'n	spirken	spirken?	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
spitsch	spitS	spitS?	ADJ.Pos.Pred	1.0	dict/danneil.json
spitsch	spitS	spitS?	ADV	0.78125	dict/danneil.json
Spitzbow	spitsbOv	spits+bOv	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Spitzböw	spitsbOv	spits+bOv	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Spitzbow	spitsbOv	spits+bOv	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Spitzböw	spitsbOv	spits+bOv	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Spitzbow	spitsbOv	spits+bOv	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Spitzböw	spitsbOv	spits+bOv	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
spitzen	spitsen	spitsen	VERB	1.0	dict/danneil.json
spitzen	spitsen	spitsen	VERB._.Pl.Ind.Prs.jdh	0.8654970760233918	dict/danneil.json
spitzen	spitsen	spitsen	VERB.Inf	1.0	dict/danneil.json
spitzen	spitsen	spitsen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Spitaok'l	spitåkel	spitåkel	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Spitaokl	spitåkel	spitåkel	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Spitaok❜l	spitåkel	spitåkel	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Spitaok'l	spitåkel	spitåkel	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Spitaokl	spitåkel	spitåkel	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Spitaok❜l	spitåkel	spitåkel	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Spitaok'l	spitåkel	spitåkel	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Spitaokl	spitåkel	spitåkel	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Spitaok❜l	spitåkel	spitåkel	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Splanthaowk	splanthåvk	splant+håvk	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Splanthaowk	splanthåvk	splant+håvk	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Splanthaowk	splanthåvk	splant+håvk	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Splant	splant	splant	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Splant	splant	splant	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Splant	splant	splant	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
split'n	spliten	spliten	VERB.Inf	1.0	dict/danneil.json
split'n	spliten	spliten	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Spor	spor	spor	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Spor	spor	spor	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Spor	spor	spor	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Sprè	sprE	sprE	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Sprè	sprE	sprE	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Sprè	sprE	sprE	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Sprè	sprE	sprE	NOUN.Sg.Acc	1.0	dict/danneil.json
Sprè	sprE	sprE	NOUN.Sg.Dat	1.0	dict/danneil.json
Sprè	sprE	sprE	NOUN.Sg.Nom	1.0	dict/danneil.json
Sprût-ût	sprUtUt	sprUt+Ut?	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Sprût-ût	sprUtUt	sprUt+Ut?	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Sprût-ût	sprUtUt	sprUt+Ut?	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Sprût-ût	sprUtUt	sprUt+Ut?	NOUN.Sg.Acc	1.0	dict/danneil.json
Sprût-ût	sprUtUt	sprUt+Ut?	NOUN.Sg.Dat	1.0	dict/danneil.json
Sprût-ût	sprUtUt	sprUt+Ut?	NOUN.Sg.Nom	1.0	dict/danneil.json
Sprût'n	sprUten	sprUten?	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Sprût'n	sprUten	sprUten?	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Sprût'n	sprUten	sprUten?	NOUN.Pl.Nom	1.0	dict/danneil.json
Sprei	sprei	sprei	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Sprei	sprei	sprei	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Sprei	sprei	sprei	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
sprei'n	spreien	spreien	VERB.Inf	1.0	dict/danneil.json
sprein	spreien	spreien	VERB.Inf	1.0	dict/danneil.json
sprei'n	spreien	spreien	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
sprein	spreien	spreien	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Sprenks'l	sprenksel	sprenksel	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Sprenks'l	sprenksel	sprenksel	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Sprenks'l	sprenksel	sprenksel	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Springbock	springbok	spring+bok	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Springbock	springbok	spring+bok	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Springbock	springbok	spring+bok	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Springbrunn	springbrunn	spring+brunn	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Springbrunn	springbrunn	spring+brunn	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Springbrunn	springbrunn	spring+brunn	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
spring'n	springen	springen	VERB.1.Sg.Ind.Prt.wk	0.9310344827586207	dict/danneil.json
spring'n	springen	springen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/danneil.json
springig	springig	springig	ADJ.Pos.Pred	1.0	dict/danneil.json
springig	springig	springig	ADV	0.78125	dict/danneil.json
Sprink	sprink	sprink	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Sprink	sprink	sprink	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Sprink	sprink	sprink	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Sprisseln	spriseln	spriseln	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Sprisseln	spriseln	spriseln	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Sprisseln	spriseln	spriseln	NOUN.Pl.Nom	1.0	dict/danneil.json
Sprockwid	sprokwId	sprok+wId	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Sprockwid	sprokwId	sprok+wId	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Sprockwid	sprokwId	sprok+wId	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
sprock	sprok	sprok	ADJ.Pos.Pred	1.0	dict/danneil.json
sprock	sprok	sprok	ADV	0.78125	dict/danneil.json
Sprock	sprok	sprok	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Sprock	sprok	sprok	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Sprock	sprok	sprok	NOUN.Pl.Nom	1.0	dict/danneil.json
Sprott	sprot	sprot	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Sprott	sprot	sprot	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Sprott	sprot	sprot	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
sprott'n	sproten	sproten	VERB.Inf	1.0	dict/danneil.json
sprott'n	sproten	sproten	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Spräg'n	sprÄgen	sprÄgen	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Spräg'n	sprÄgen	sprÄgen	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Spräg'n	sprÄgen	sprÄgen	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Spräg'n	sprÄgen	sprÄgen	NOUN.Sg.Acc	1.0	dict/danneil.json
Spräg'n	sprÄgen	sprÄgen	NOUN.Sg.Dat	1.0	dict/danneil.json
Spräg'n	sprÄgen	sprÄgen	NOUN.Sg.Nom	1.0	dict/danneil.json
Sprěkwort	sprÄkwort	sprÄk+wort	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Sprěkwort	sprÄkwort	sprÄk+wort	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Sprěkwort	sprÄkwort	sprÄk+wort	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
spräk'n	sprÄken	sprÄken	VERB.Inf	1.0	dict/danneil.json
spräk'n	sprÄken	sprÄken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Sprüt'n	sprÜten	sprÜten?	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Sprüt'n	sprÜten	sprÜten?	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Sprüt'n	sprÜten	sprÜten?	NOUN.Pl.Nom	1.0	dict/danneil.json
Spraok	språk	språk	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Spraok	språk	språk	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Spraok	språk	språk	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Spraot	språt	språt	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Spraot	språt	språt	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Spraot	språt	språt	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Sprüt-üt	sprütUt	sprüt+Ut?	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Sprüt-üt	sprütUt	sprüt+Ut?	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Sprüt-üt	sprütUt	sprüt+Ut?	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Sprüt-üt	sprütUt	sprüt+Ut?	NOUN.Sg.Acc	1.0	dict/danneil.json
Sprüt-üt	sprütUt	sprüt+Ut?	NOUN.Sg.Dat	1.0	dict/danneil.json
Sprüt-üt	sprütUt	sprüt+Ut?	NOUN.Sg.Nom	1.0	dict/danneil.json
Sprütt	sprüt	sprüt	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Sprütt	sprüt	sprüt	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Sprütt	sprüt	sprüt	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
sprütt'n	sprüten	sprüten	VERB.Inf	1.0	dict/danneil.json
sprütt'n	sprüten	sprüten	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Spräössel	sprœsel	sprœsel	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Spräössel	sprœsel	sprœsel	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Spräössel	sprœsel	sprœsel	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Spuck	spuk	spuk	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Spuck	spuk	spuk	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Spuck	spuk	spuk	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
spruck'n	spuken	spuken	VERB.Inf	1.0	dict/danneil.json
spruck'n	spuken	spuken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
spunn'	spunen	spunen	VERB.Inf	1.0	dict/danneil.json
spunn'	spunen	spunen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Späg'l	spÄgel	spÄgel	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Späg'l	spÄgel	spÄgel	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Späg'l	spÄgel	spÄgel	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Späg'l	spÄgel	spÄgel	NOUN.Sg.Acc	1.0	dict/danneil.json
Späg'l	spÄgel	spÄgel	NOUN.Sg.Dat	1.0	dict/danneil.json
Späg'l	spÄgel	spÄgel	NOUN.Sg.Nom	1.0	dict/danneil.json
spärn	spÄren	spÄren	VERB.Inf	1.0	dict/danneil.json
spärn	spÄren	spÄren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Spök	spÖk	spÖk	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Spök.	spÖk	spÖk	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Spök	spÖk	spÖk	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Spök.	spÖk	spÖk	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Spök	spÖk	spÖk	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Spök.	spÖk	spÖk	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
spök'n	spÖken	spÖken	VERB.Inf	1.0	dict/danneil.json
spök'n	spÖken	spÖken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Spön	spÖn	spÖn?	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Spön	spÖn	spÖn?	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Spön	spÖn	spÖn?	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
spür'n	spÜren	spÜren?	VERB.Inf	1.0	dict/danneil.json
spür'n	spÜren	spÜren?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
spän'	spänen	spänen?	VERB.Inf	1.0	dict/danneil.json
spän'	spänen	spänen?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
spaok'n	spåken	spåken	ADJ.Pos.Pred	1.0	dict/danneil.json
spaok'n	spåken	spåken	ADV	0.78125	dict/danneil.json
Spaorbrot	spårbrOt	spår+brOt	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Spaorbrot	spårbrOt	spår+brOt	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Spaorbrot	spårbrOt	spår+brOt	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Spaor	spår	spår	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Spaor	spår	spår	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Spaor	spår	spår	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Spaorenn	spårenen	spårenen?	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Spaorenn’	spårenen	spårenen?	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Spaorenn	spårenen	spårenen?	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Spaorenn’	spårenen	spårenen?	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Spaorenn	spårenen	spårenen?	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Spaorenn’	spårenen	spårenen?	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Spaorenn	spårenen	spårenen?	NOUN.Sg.Acc	1.0	dict/danneil.json
Spaorenn’	spårenen	spårenen?	NOUN.Sg.Acc	1.0	dict/danneil.json
Spaorenn	spårenen	spårenen?	NOUN.Sg.Dat	1.0	dict/danneil.json
Spaorenn’	spårenen	spårenen?	NOUN.Sg.Dat	1.0	dict/danneil.json
Spaorenn	spårenen	spårenen?	NOUN.Sg.Nom	1.0	dict/danneil.json
Spaorenn’	spårenen	spårenen?	NOUN.Sg.Nom	1.0	dict/danneil.json
spaorsaom	spårsåm	spårsåm	ADJ.Pos.Pred	1.0	dict/danneil.json
spaorsaom	spårsåm	spårsåm	ADV	0.78125	dict/danneil.json
spaorsaorn	spårsåm	spårsåm	VERB.Inf	1.0	dict/danneil.json
spaorsaorn	spårsåm	spårsåm	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Spaossmaok'r	spåsmåker	spås+måker	NOUN.Masc	1.0	dict/danneil.json
Spaossmaok'r	spåsmåker	spås+måker	NOUN.Masc.Acc.hd	0.822429906542056	dict/danneil.json
Spaossmaok'r	spåsmåker	spås+måker	NOUN.Masc.Dat.hd	0.9579439252336449	dict/danneil.json
Spaoss	spås	spås	NOUN.Masc	1.0	dict/danneil.json
Spaoss	spås	spås	NOUN.Masc.Acc.hd	0.822429906542056	dict/danneil.json
Spaoss	spås	spås	NOUN.Masc.Dat.hd	0.9579439252336449	dict/danneil.json
spaoss’n	spåsen	spåsen	VERB	1.0	dict/danneil.json
spaoss’n	spåsen	spåsen	VERB._.Pl.Ind.Prs.hd	0.8654970760233918	dict/danneil.json
spaossig	spåsig	spåsig	ADJ	1.0	dict/danneil.json
spaossig	spåsig	spåsig	ADJ.Pos.Fem.Acc.hd	0.7692307692307693	dict/danneil.json
spaossig	spåsig	spåsig	ADJ.Pos.Fem.Nom.hd	0.7692307692307693	dict/danneil.json
spaossig	spåsig	spåsig	ADJ.Pos.Masc.Nom.hd	0.7692307692307693	dict/danneil.json
spaossig	spåsig	spåsig	ADJ.Pos.Neut.Acc.wk.hd	0.7692307692307693	dict/danneil.json
spaossig	spåsig	spåsig	ADJ.Pos.Neut.Nom.wk.hd	0.7692307692307693	dict/danneil.json
spaossig	spåsig	spåsig	ADJ.Pos.Pl.Acc.wk.hd	0.7692307692307693	dict/danneil.json
spaossig	spåsig	spåsig	ADJ.Pos.Pl.Nom.wk.hd	0.7692307692307693	dict/danneil.json
spaossig	spåsig	spåsig	ADV.hd	0.7692307692307693	dict/danneil.json
Spaotschjum	spåtSjum	spåtSjum	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Spaotschjurn	spåtSjum	spåtSjum	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
