Spaotschjum	spåtSjum	spåtSjum	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Spaotschjurn	spåtSjum	spåtSjum	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Spaotschjum	spåtSjum	spåtSjum	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Spaotschjurn	spåtSjum	spåtSjum	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Spaotschjum	spåtSjum	spåtSjum?	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Spaotschjum	spåtSjum	spåtSjum?	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Spaotschjum	spåtSjum	spåtSjum?	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Spöll	spöl	spöl	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Spöll	spöl	spöl	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Spöll	spöl	spöl	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Spölling	spöling	spöling	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Spölling	spöling	spöling	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Spölling	spöling	spöling	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Spölling	spöling	spöling	NOUN.Sg.Acc	1.0	dict/danneil.json
Spölling	spöling	spöling	NOUN.Sg.Dat	1.0	dict/danneil.json
Spölling	spöling	spöling	NOUN.Sg.Nom	1.0	dict/danneil.json
Späölding	spœlding	spœl+ding	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Späölding	spœlding	spœl+ding	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Späölding	spœlding	spœl+ding	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Späöllud	spœllÜd	spœl+lÜd	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Späöllüd	spœllÜd	spœl+lÜd	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Späöllud	spœllÜd	spœl+lÜd	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Späöllüd	spœllÜd	spœl+lÜd	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Späöllud	spœllÜd	spœl+lÜd	NOUN.Pl.Nom	1.0	dict/danneil.json
Späöllüd	spœllÜd	spœl+lÜd	NOUN.Pl.Nom	1.0	dict/danneil.json
späöln	spœlen	spœlen	VERB.Inf	1.0	dict/danneil.json
späöln	spœlen	spœlen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
späör'n	spœren	spœren	VERB.Inf	1.0	dict/danneil.json
späörn	spœren	spœren	VERB.Inf	1.0	dict/danneil.json
späör'n	spœren	spœren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
späörn	spœren	spœren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
schrûw'n	srUven	srUven	VERB.Inf	1.0	dict/danneil.json
schrüw'n	srUven	srUven	VERB.Inf	1.0	dict/danneil.json
schrûw'n	srUven	srUven	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
schrüw'n	srUven	srUven	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Schrüwstick'n	srÜvstiken	srÜv+stiken	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Schrüwstick'n	srÜvstiken	srÜv+stiken	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Schrüwstick'n	srÜvstiken	srÜv+stiken	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Schrüwstick'n	srÜvstiken	srÜv+stiken	NOUN.Sg.Acc	1.0	dict/danneil.json
Schrüwstick'n	srÜvstiken	srÜv+stiken	NOUN.Sg.Dat	1.0	dict/danneil.json
Schrüwstick'n	srÜvstiken	srÜv+stiken	NOUN.Sg.Nom	1.0	dict/danneil.json
Stefkinn'r	stEfkiner	stEf+kiner	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Stefkinn'r	stEfkiner	stEf+kiner	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Stefkinn'r	stEfkiner	stEf+kiner	NOUN.Pl.Nom	1.0	dict/danneil.json
Stêfmôn	stEfmOn	stEf+mOn?	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stêfmôn	stEfmOn	stEf+mOn?	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stêfmôn	stEfmOn	stEf+mOn?	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Stefmutt'r	stEfmuter	stEf+muter	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stefmutt'r	stEfmuter	stEf+muter	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stefmutt'r	stEfmuter	stEf+muter	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Stéfmön	stEfmÖn	stEf+mÖn?	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stéfmön	stEfmÖn	stEf+mÖn?	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stéfmön	stEfmÖn	stEf+mÖn?	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Stéfvaod'r	stEfvåder	stEf+våder	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Stéfvaod'r	stEfvåder	stEf+våder	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Stéfvaod'r	stEfvåder	stEf+våder	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Steg	stEg	stEg	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Steg	stEg	stEg	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Steg	stEg	stEg	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Stênberg	stEnberg	stEn+berg	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Stênberg	stEnberg	stEn+berg	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Stênberg	stEnberg	stEn+berg	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Stênbick'r	stEnbiker	stEn+biker	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Stênbick'r	stEnbiker	stEn+biker	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Stênbick'r	stEnbiker	stEn+biker	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Stênblom	stEnblOm	stEn+blOm	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stênblom	stEnblOm	stEn+blOm	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stênblom	stEnblOm	stEn+blOm	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Stêngod	stEngOd	stEn+gOd	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Stêngod	stEngOd	stEn+gOd	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Stêngod	stEngOd	stEn+gOd	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Stêngrand	stEngrand	stEn+grand	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Stêngrand	stEngrand	stEn+grand	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Stêngrand	stEngrand	stEn+grand	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Stêngrand	stEngrand	stEn+grand	NOUN.Sg.Acc	1.0	dict/danneil.json
Stêngrand	stEngrand	stEn+grand	NOUN.Sg.Dat	1.0	dict/danneil.json
Stêngrand	stEngrand	stEn+grand	NOUN.Sg.Nom	1.0	dict/danneil.json
Stênkaomer	stEnkåmer	stEn+kåmer	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stênkaomer	stEnkåmer	stEn+kåmer	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stênkaomer	stEnkåmer	stEn+kåmer	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
sten	stEn	stEn	ADJ.Pos.Pred	1.0	dict/danneil.json
sten	stEn	stEn	ADV	0.78125	dict/danneil.json
stênrig	stEnrig	stEnrig	ADJ.Pos.Pred	1.0	dict/danneil.json
stênrig	stEnrig	stEnrig	ADV	0.78125	dict/danneil.json
stif	stIf	stIf	ADJ.Pos.Pred	1.0	dict/danneil.json
stlf	stIf	stIf	ADJ.Pos.Pred	1.0	dict/danneil.json
stif	stIf	stIf	ADV	0.78125	dict/danneil.json
stlf	stIf	stIf	ADV	0.78125	dict/danneil.json
Stifkendansen.	stIfkendansen	stIfken+dansen	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Stifkendansen.	stIfkendansen	stIfken+dansen	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Stifkendansen.	stIfkendansen	stIfken+dansen	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Stifkendanzen	stIfkendantsen	stIfken+dantsen	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Stifkendanzen	stIfkendantsen	stIfken+dantsen	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Stifkendanzen	stIfkendantsen	stIfken+dantsen	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Stig	stIg	stIg	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Stig	stIg	stIg	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Stig	stIg	stIg	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Stig'	stIg	stIg?	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Stig'	stIg	stIg?	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Stig'	stIg	stIg?	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Stig'	stIg	stIg?	NOUN.Sg.Acc	1.0	dict/danneil.json
Stig'	stIg	stIg?	NOUN.Sg.Dat	1.0	dict/danneil.json
Stig'	stIg	stIg?	NOUN.Sg.Nom	1.0	dict/danneil.json
stig'n	stIgen	stIgen?	VERB.Inf	1.0	dict/danneil.json
stig'n	stIgen	stIgen?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Stiglitsch	stIglítS	stIglítS	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Stiglitsch	stIglítS	stIglítS	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Stiglitsch	stIglítS	stIglítS	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Stipelbön	stIpelbOn	stIpel+bOn	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stipelbön	stIpelbOn	stIpel+bOn	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stipelbön	stIpelbOn	stIpel+bOn	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Stipelbôn	stIpelbOn	stIpel+bOn?	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stipelbôn	stIpelbOn	stIpel+bOn?	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stipelbôn	stIpelbOn	stIpel+bOn?	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Stip'l	stIpel	stIpel	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Strip'l	stIpel	stIpel	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stip'l	stIpel	stIpel	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Strip'l	stIpel	stIpel	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stip'l	stIpel	stIpel	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Strip'l	stIpel	stIpel	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Stip'i	stIpel	stIpel?	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stip'l	stIpel	stIpel?	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stip'i	stIpel	stIpel?	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stip'l	stIpel	stIpel?	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stip'i	stIpel	stIpel?	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Stip'l	stIpel	stIpel?	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
stip'l	stIpel	stIpel?	VERB.Inf	1.0	dict/danneil.json
stip'l	stIpel	stIpel?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
stipeln	stIpeln	stIpeln?	VERB.Inf	1.0	dict/danneil.json
stipeln	stIpeln	stIpeln?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
stiwa	stIven	stIven	VERB.Inf	1.0	dict/danneil.json
stiwa	stIven	stIven	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
stiw'm	stIven	stIven	VERB.Inf	1.0	dict/danneil.json
stiw'm	stIven	stIven	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Stôl	stOl	stOl	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Stôl	stOl	stOl	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Stôl	stOl	stOl	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Stôtherr	stOther	stOt+her	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Stôtherr	stOther	stOt+her	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Stôtherr	stOther	stOt+her	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Stôt	stOt	stOt	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Stôt	stOt	stOt	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Stôt	stOt	stOt	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Stûfrô	stUfrOd	stUf+rOd	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stûfrô	stUfrOd	stUf+rOd	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stûfrô	stUfrOd	stUf+rOd	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
stuf	stUf	stUf?	ADJ.Pos.Pred	1.0	dict/danneil.json
stuf	stUf	stUf?	ADV	0.78125	dict/danneil.json
stûk'n	stUken	stUken	VERB.Inf	1.0	dict/danneil.json
stük'n	stUken	stUken	VERB.Inf	1.0	dict/danneil.json
stûk'n	stUken	stUken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
stük'n	stUken	stUken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
stur	stUr	stUr	ADJ.Pos.Pred	1.0	dict/danneil.json
stur	stUr	stUr	ADV	0.78125	dict/danneil.json
stûr	stUr	stUr?	ADJ.Pos.Pred	1.0	dict/danneil.json
stûr	stUr	stUr?	ADV	0.78125	dict/danneil.json
Stutenwoch	stUtenwox	stUten+wox	NOUN.Fem	1.0	dict/danneil.json
Stutenwoch	stUtenwox	stUten+wox	NOUN.Fem.Acc.hd	0.9782608695652174	dict/danneil.json
Stutenwoch	stUtenwox	stUten+wox	NOUN.Fem.Dat.hd	0.967391304347826	dict/danneil.json
Stût'n	stUten	stUten	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Stüt'n	stUten	stUten	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Stût'n	stUten	stUten	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Stüt'n	stUten	stUten	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Stût'n	stUten	stUten	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Stüt'n	stUten	stUten	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Stût'n	stUten	stUten	NOUN.Sg.Acc	1.0	dict/danneil.json
Stüt'n	stUten	stUten	NOUN.Sg.Acc	1.0	dict/danneil.json
Stût'n	stUten	stUten	NOUN.Sg.Dat	1.0	dict/danneil.json
Stüt'n	stUten	stUten	NOUN.Sg.Dat	1.0	dict/danneil.json
Stût'n	stUten	stUten	NOUN.Sg.Nom	1.0	dict/danneil.json
Stüt'n	stUten	stUten	NOUN.Sg.Nom	1.0	dict/danneil.json
stadwis	stadwIs	stad+wIs?	ADV	1.0	dict/danneil.json
Staff	staf	staf	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Staff	staf	staf	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Staff	staf	staf	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Staff	staf	staf	NOUN.Sg.Acc	1.0	dict/danneil.json
Staff	staf	staf	NOUN.Sg.Dat	1.0	dict/danneil.json
Staff	staf	staf	NOUN.Sg.Nom	1.0	dict/danneil.json
staffern	stafEren	stafEren	VERB.Inf	1.0	dict/danneil.json
staffèrn	stafEren	stafEren	VERB.Inf	1.0	dict/danneil.json
staffern	stafEren	stafEren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
staffèrn	stafEren	stafEren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Stakitt	stakit	stakit	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Stakitt	stakit	stakit	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Stakitt	stakit	stakit	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Stakett	stakét	stakét	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Stakett	stakét	stakét	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Stakett	stakét	stakét	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Stallräp'n	stalrÄpen	stal+rÄpen	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Stallräp'n	stalrÄpen	stal+rÄpen	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Stallräp'n	stalrÄpen	stal+rÄpen	NOUN.Pl.Nom	1.0	dict/danneil.json
stall'n	stalen	stalen	VERB.Inf	1.0	dict/danneil.json
stall'n	stalen	stalen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Standau	standau	standau	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Standau	standau	standau	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Standau	standau	standau	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Standâr	standár	standár	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Standâr	standár	standár	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Standâr	standár	standár	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Stankstiw'l	stankstIvel	stank+stIvel	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Stankstiw'l	stankstIvel	stank+stIvel	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Stankstiw'l	stankstIvel	stank+stIvel	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Stank	stank	stank	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Stank	stank	stank	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Stank	stank	stank	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Staff	stap	stap	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Stapp	stap	stap	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Staff	stap	stap	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Stapp	stap	stap	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Staff	stap	stap	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Stapp	stap	stap	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Staff	stap	stap	NOUN.Sg.Acc	1.0	dict/danneil.json
Stapp	stap	stap	NOUN.Sg.Acc	1.0	dict/danneil.json
Staff	stap	stap	NOUN.Sg.Dat	1.0	dict/danneil.json
Stapp	stap	stap	NOUN.Sg.Dat	1.0	dict/danneil.json
Staff	stap	stap	NOUN.Sg.Nom	1.0	dict/danneil.json
Stapp	stap	stap	NOUN.Sg.Nom	1.0	dict/danneil.json
starkmödig	starkmÖdig	stark+mÖdig	ADJ.Pos.Pred	1.0	dict/danneil.json
starkmödig	starkmÖdig	stark+mÖdig	ADV	0.78125	dict/danneil.json
Start	start	start	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Start	start	start	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Start	start	start	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Stadtbull	statbul	stat+bul	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Stadtbull	statbul	stat+bul	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Stadtbull	statbul	stat+bul	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Stau	stau	stau	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Stau	stau	stau	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Stau	stau	stau	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
stau'n	stauen	stauen	VERB.Inf	1.0	dict/danneil.json
stau'n	stauen	stauen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Stachels	staxels	staxels	PROPN	1.0	dict/danneil.json
Stachels	staxels	staxels	PROPN.Masc.Acc	1.0	dict/danneil.json
Stachels	staxels	staxels	PROPN.Masc.Dat	1.0	dict/danneil.json
Steir	steier	steier?	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Steir	steier	steier?	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Steir	steier	steier?	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Steir	steier	steier?	NOUN.Sg.Acc	1.0	dict/danneil.json
Steir	steier	steier?	NOUN.Sg.Dat	1.0	dict/danneil.json
Steir	steier	steier?	NOUN.Sg.Nom	1.0	dict/danneil.json
Stell'	stel	stel	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stell'	stel	stel	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stell'	stel	stel	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
steil'n	stelen	stelen	VERB.Inf	1.0	dict/danneil.json
stell'n	stelen	stelen	VERB.Inf	1.0	dict/danneil.json
steil'n	stelen	stelen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
stell'n	stelen	stelen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Stelt	stelt	stelt	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stelt	stelt	stelt	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stelt	stelt	stelt	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Stellaosch	stelåS	stelåS	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stellaosch	stelåS	stelåS	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stellaosch	stelåS	stelåS	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Stämm	stem	stem	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Stämm	stem	stem	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Stämm	stem	stem	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
stempeln	stempeln	stempeln	VERB.Inf	1.0	dict/danneil.json
stempeln	stempeln	stempeln	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
stännig	stenig	stenig	ADJ.Pos.Pred	1.0	dict/danneil.json
stännig	stenig	stenig	ADV	0.78125	dict/danneil.json
Stänkeri	stenkerI	stenkerI	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stänkeri	stenkerI	stenkerI	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stänkeri	stenkerI	stenkerI	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
stänkrig	stenkrig	stenkrig	ADJ.Pos.Pred	1.0	dict/danneil.json
stänkrig	stenkrig	stenkrig	ADV	0.78125	dict/danneil.json
stänz'n	stentsen	stentsen	VERB.Inf	1.0	dict/danneil.json
stänz'n	stentsen	stentsen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Stärnprut	sternprUt	stern+prUt	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Stärnprut	sternprUt	stern+prUt	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Stärnprut	sternprUt	stern+prUt	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Stärnprut	sternprUt	stern+prUt	NOUN.Sg.Acc	1.0	dict/danneil.json
Stärnprut	sternprUt	stern+prUt	NOUN.Sg.Dat	1.0	dict/danneil.json
Stärnprut	sternprUt	stern+prUt	NOUN.Sg.Nom	1.0	dict/danneil.json
sterb'n	sterven	sterven	VERB.Inf	1.0	dict/danneil.json
sterb'n	sterven	sterven	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
stibitz'n	stibitsen	stibitsen	VERB.Inf	1.0	dict/danneil.json
stibitz'n	stibitsen	stibitsen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
stig'n	stigen	stigen?	VERB.Inf	1.0	dict/danneil.json
stig'n	stigen	stigen?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Stick'lbär	stikelbÄr	stikel+bÄr	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stick'lbär	stikelbÄr	stikel+bÄr	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stick'lbär	stikelbÄr	stikel+bÄr	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Stick'lbäsing	stikelbÄsing	stikel+bÄsing	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Stick'lbäsing	stikelbÄsing	stikel+bÄsing	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Stick'lbäsing	stikelbÄsing	stikel+bÄsing	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Stick'lkärl	stikelkÄrl	stikel+kÄrl	PROPN	1.0	dict/danneil.json
Stick'lkårl	stikelkÄrl	stikel+kÄrl	PROPN	1.0	dict/danneil.json
Stick'lkärl	stikelkÄrl	stikel+kÄrl	PROPN.Masc.Acc	1.0	dict/danneil.json
Stick'lkårl	stikelkÄrl	stikel+kÄrl	PROPN.Masc.Acc	1.0	dict/danneil.json
Stick'lkärl	stikelkÄrl	stikel+kÄrl	PROPN.Masc.Dat	1.0	dict/danneil.json
Stick'lkårl	stikelkÄrl	stikel+kÄrl	PROPN.Masc.Dat	1.0	dict/danneil.json
stick'ndüster	stikendÜster	stiken+dÜster	ADV	1.0	dict/danneil.json
Stick'n	stiken	stiken	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Stick'n	stiken	stiken	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Stick'n	stiken	stiken	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
stickrig	stikrig	stikrig	ADJ.Pos.Pred	1.0	dict/danneil.json
stickrig	stikrig	stikrig	ADV	0.78125	dict/danneil.json
still	stil	stil	ADJ.Pos.Pred	1.0	dict/danneil.json
still	stil	stil	ADV	0.78125	dict/danneil.json
stille	stile	stile	ADV	1.0	dict/danneil.json
stillken	stilken	stilken	ADV	1.0	dict/danneil.json
