uns'	uns	DET	DET.1.Poss.Pl.Fem.Acc	1.0	dict/vocab.json
verköpt	ferkÖpt	fer-kÖpen	VERB.1.Sg.Ind.Prt.wk	1.0	dict/vocab.json
verköpt	ferkÖpt	fer-kÖpen	VERB.3.Sg.Ind.Prs.wk	0.5	dict/vocab.json
verköpt	ferkÖpt	fer-kÖpen	VERB.3.Sg.Ind.Prt.wk.wk	0.9798387096774194	dict/vocab.json
verleewt	ferlEvt	fer-lEven	VERB.PPast.wk	1.0	dict/vocab.json
verlangt	ferlangt	fer-langen	VERB.PPast.wk	1.0	dict/vocab.json
vermuckt	fermukt	fer-muken	VERB.PPast.wk	1.0	dict/vocab.json
verpusten	ferpUsten	fer-pUsten	VERB.Inf	0.9833887043189369	dict/vocab.json
verpusten	ferpUsten	fer-pUsten	VERB._.Pl.Ind.Prs	1.0	dict/vocab.json
verpurrt	ferpurt	fer-puren	VERB.PPast.wk	1.0	dict/vocab.json
versackt	fersakt	fer-saken	VERB.PPast.wk	1.0	dict/vocab.json
verspunn	ferspunen	fer-spunen	VERB.Inf	1.0	dict/vocab.json
verspunn	ferspunen	fer-spunen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
versöken	fersÖken	fer-sÖken	VERB.Inf	1.0	dict/vocab.json
versöken	fersÖken	fer-sÖken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
vertell	fertel	fer-telen	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
vertellt	fertelt	fer-telen	VERB.1.Sg.Ind.Prt.wk	1.0	dict/vocab.json
vertell	fertel	fer-telen	VERB.2.Sg.Imp	0.8650793650793651	dict/vocab.json
vertellt	fertelt	fer-telen	VERB.3.Sg.Ind.Prs.wk	0.5	dict/vocab.json
vertellt	fertelt	fer-telen	VERB.3.Sg.Ind.Prt.wk.wk	0.9798387096774194	dict/vocab.json
vertellen	fertelen	fer-telen	VERB.Inf	1.0	dict/vocab.json
vertellen	fertelen	fer-telen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
vertellten	fertelten	fer-telen	VERB._.Pl.Ind.Prt.wk	1.0	dict/vocab.json
vertärt	fertÄrt	fer-tÄren	VERB.PPast.wk	1.0	dict/vocab.json
verdreetlich	ferdrEtlix	ferdrEtlix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
verdreetlich	ferdrEtlix	ferdrEtlix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
verdreetlich	ferdrEtlix	ferdrEtlix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
verdreetlich	ferdrEtlix	ferdrEtlix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
verdreetlich	ferdrEtlix	ferdrEtlix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
verdreetlich	ferdrEtlix	ferdrEtlix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
verdreetlich	ferdrEtlix	ferdrEtlix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
verdreetlich	ferdrEtlix	ferdrEtlix	ADV	0.6965174129353234	dict/vocab.json
vergnöglich	fergnÖglix	fergnÖglix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
vergnöglich	fergnÖglix	fergnÖglix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
vergnöglich	fergnÖglix	fergnÖglix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
vergnöglich	fergnÖglix	fergnÖglix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
vergnöglich	fergnÖglix	fergnÖglix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
vergnöglich	fergnÖglix	fergnÖglix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
vergnöglich	fergnÖglix	fergnÖglix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
vergnöglich	fergnÖglix	fergnÖglix	ADV	0.6965174129353234	dict/vocab.json
versitzt	fersitst	fersitst	ADV	1.0	dict/vocab.json
Verstan	ferstan	ferstan	NOUN.Masc.Acc	1.0	dict/vocab.json
Verstan	ferstan	ferstan	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Verstan	ferstan	ferstan	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
verstört	ferstÖrt	ferstÖrt	VERB.PPast.wk	1.0	dict/vocab.json
fettste	fetste	fet	ADJ.Spv.Fem.Nom.arch	1.0	dict/vocab.json
fettste	fetste	fet	ADJ.Spv.Masc.Nom.emph.arch	0.8	dict/vocab.json
fucht	fuxt	fuxt	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
fucht	fuxt	fuxt	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
Fischer	fiSer	fiSer	NOUN.Masc.Acc	1.0	dict/vocab.json
Fischer	fiSer	fiSer	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Fischer	fiSer	fiSer	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
fideel	fidEl	fidEl	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
fideel	fidEl	fidEl	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
fideel	fidEl	fidEl	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
fideel	fidEl	fidEl	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
fideel	fidEl	fidEl	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
fideel	fidEl	fidEl	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
fideel	fidEl	fidEl	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
fideel	fidEl	fidEl	ADV	0.6965174129353234	dict/vocab.json
Fiddel	fidel	fidel	NOUN.Fem.Acc	1.0	dict/vocab.json
Fiddel	fidel	fidel	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Fiddel	fidel	fidel	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Fiddeln	fideln	fidel	NOUN.Pl.Acc	1.0	dict/vocab.json
Fiddeln	fideln	fidel	NOUN.Pl.Dat	0.7619047619047619	dict/vocab.json
Fiddeln	fideln	fidel	NOUN.Pl.Nom	0.9047619047619048	dict/vocab.json
Fick	fik	fik	NOUN.Fem.Acc	1.0	dict/vocab.json
Fick	fik	fik	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Fick	fik	fik	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Filz	filts	filts	NOUN.Masc.Acc	1.0	dict/vocab.json
Filz	filts	filts	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Filz	filts	filts	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
fünn'	fün	finen	VERB.1.Sg.Ind.Prs.st	0.6666666666666666	dict/vocab.json
fund	fund	finen	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
fünn	fün	finen	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
fünn'	fün	finen	VERB.1.Sg.Sbj.Prt.st	1.0	dict/vocab.json
fünn'	fün	finen	VERB.2.Sg.Imp.st	0.6666666666666666	dict/vocab.json
fund	fund	finen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
fünn	fün	finen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
fünn'	fün	finen	VERB.3.Sg.Sbj.Prt.st.st	1.0	dict/vocab.json
fin	finen	finen	VERB.Inf	1.0	dict/vocab.json
funn	funen	finen	VERB.PPast.wk	1.0	dict/vocab.json
funn'n	funen	finen	VERB.PPast.wk	1.0	dict/vocab.json
fin	finen	finen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
fingerdick	fingerdik	finger+dik	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
fingerdick	fingerdik	finger+dik	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
fingerdick	fingerdik	finger+dik	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
fingerdick	fingerdik	finger+dik	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
fingerdick	fingerdik	finger+dik	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
fingerdick	fingerdik	finger+dik	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
fingerdick	fingerdik	finger+dik	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
fingerdick	fingerdik	finger+dik	ADV	0.6965174129353234	dict/vocab.json
Finger	finger	finger	NOUN.Masc.Acc	1.0	dict/vocab.json
Finger	finger	finger	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Finger	finger	finger	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Fingers	fingers	finger	NOUN.Pl.Acc	0.9047619047619048	dict/vocab.json
Fingers	fingers	finger	NOUN.Pl.Dat	0.7619047619047619	dict/vocab.json
Fingers	fingers	finger	NOUN.Pl.Nom	1.0	dict/vocab.json
Fips	fips	fips	PROPN.Dat	1.0	dict/vocab.json
Fips	fips	fips	PROPN.Masc.Acc.fam	1.0	dict/vocab.json
Fips	fips	fips	PROPN.Masc.Dat.fam	1.0	dict/vocab.json
Fips	fips	fips	PROPN.Masc.Nom.fam	1.0	dict/vocab.json
Fips	fips	fips	PROPN.Nom	1.0	dict/vocab.json
geflickt	gEflIkt	flIken	VERB.PPast.wk	1.0	dict/vocab.json
Fliet	flIt	flIt	NOUN.Masc.Acc	1.0	dict/vocab.json
Fliet	flIt	flIt	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Fliet	flIt	flIt	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
flietig	flItig	flItig	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
flietig	flItig	flItig	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
flietig	flItig	flItig	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
flietig	flItig	flItig	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
flietig	flItig	flItig	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
flietig	flItig	flItig	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
flietig	flItig	flItig	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
flietig	flItig	flItig	ADV	0.6965174129353234	dict/vocab.json
flocht	flOxt	flOxen	VERB.1.Sg.Ind.Prt.wk.hd.wk	0.9310344827586207	dict/vocab.json
flochte	flOxte	flOxen	VERB.1.Sg.Ind.Prt.wk.hd.wk	0.9310344827586207	dict/vocab.json
flocht	flOxt	flOxen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
flochte	flOxte	flOxen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
Flusen	flUsen	flUsen	NOUN.Pl.Acc	1.0	dict/vocab.json
Flusen	flUsen	flUsen	NOUN.Pl.Dat	0.7619047619047619	dict/vocab.json
Flusen	flUsen	flUsen	NOUN.Pl.Nom	0.9047619047619048	dict/vocab.json
Flamm	flam	flam	NOUN.Fem.Acc	1.0	dict/vocab.json
Flamm	flam	flam	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Flamm	flam	flam	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
flog	flOg	fligen?	VERB.1.Sg.Ind.Prt.wk.hd.st	0.9310344827586207	dict/vocab.json
flog	flOg	fligen?	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
gefloagen	gEflågEn	fligen?	VERB.PPast.wk	1.0	dict/vocab.json
Flint	flInt	flint	NOUN.Fem.Acc	1.0	dict/vocab.json
Flint	flInt	flint	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Flint	flInt	flint	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
flitzt	flitst	flitsen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
flitzt	flitst	flitsen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
flitzt	flitst	flitsen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
flitzt	flitst	flitsen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
flitzt	flitst	flitsen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
flott	flot	flot	ADV	1.0	dict/vocab.json
flügge	flüge	flüge	ADV	1.0	dict/vocab.json
folgten	fOlgtEn	folgen	VERB._.Pl.Ind.Prt.wk	1.0	dict/vocab.json
Volk	folk	folk	NOUN.Neut.Acc	1.0	dict/vocab.json
Volk	folk	folk	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Volk	folk	folk	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
foppen	fopen	fopen	VERB.Inf	1.0	dict/vocab.json
foppen	fopen	fopen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
forsch	forS	forS	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
forsch	forS	forS	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
forsch	forS	forS	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
forsch	forS	forS	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
forsch	forS	forS	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
forsch	forS	forS	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
forsch	forS	forS	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
forsch	forS	forS	ADV	0.6965174129353234	dict/vocab.json
Forst	forst	forst	NOUN.Masc	1.0	dict/vocab.json
Forst	forst	forst	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Forst	forst	forst	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Vöß	fös	fos	NOUN.Pl_uml.Acc	1.0	dict/vocab.json
Vöß	fös	fos	NOUN.Pl_uml.Dat	1.0	dict/vocab.json
Vöß	fös	fos	NOUN.Pl_uml.Nom	1.0	dict/vocab.json
Freeden	frEden	frEden	NOUN.Masc.Acc	1.0	dict/vocab.json
Freeden	frEden	frEden	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Freeden	frEden	frEden	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
freert	frErt	frEren	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
freert	frErt	frEren	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
freert	frErt	frEren	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
freert	frErt	frEren	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
freeren	frEren	frEren	VERB.Inf	1.0	dict/vocab.json
gefroaren	gEfråren	frEren	VERB.PPast.wk	1.0	dict/vocab.json
freeren	frEren	frEren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
frylich	frIlix	frIlix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
frylich	frIlix	frIlix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
frylich	frIlix	frIlix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
frylich	frIlix	frIlix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
frylich	frIlix	frIlix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
frylich	frIlix	frIlix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
frylich	frIlix	frIlix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
frylich	frIlix	frIlix	ADV	0.6965174129353234	dict/vocab.json
fröhsten	frÖsten	frO	ADJ.Dat.Ind.Masc.Sg.Spv	1.0	dict/vocab.json
fröhsten	frÖsten	frO	ADJ.Gen.Ind.Masc.Sg.Spv	1.0	dict/vocab.json
Fru'ns	frUns	frU	NOUN.Nom.Pl_s.Sg	1.0	dict/vocab.json
Franzosen	frantsOsen	frantsOs	PROPN.Acc.Pl	1.0	dict/vocab.json
Franzos	frantsOs	frantsOs	PROPN.Masc.Acc	1.0	dict/vocab.json
Franzos'	frantsOs	frantsOs	PROPN.Masc.Acc	1.0	dict/vocab.json
Franzos	frantsOs	frantsOs	PROPN.Masc.Dat	1.0	dict/vocab.json
Franzos'	frantsOs	frantsOs	PROPN.Masc.Dat	1.0	dict/vocab.json
Franzose	frantsOse	frantsOs	PROPN.Masc.Nom	1.0	dict/vocab.json
französschen	frantsÖsSen	frantsÖsS	ADJ.Acc.Ind.Masc.POS.Sg	1.0	dict/vocab.json
gefreit	gefreit	freien	VERB.PPast.wk	1.0	dict/vocab.json
fremmen	fremen	fremd	ADJ.Acc.Def.Pl.Pos	1.0	dict/vocab.json
fremmer	fremer	fremd	ADJ.Ind.Masc.Nom.Pos.Sg	1.0	dict/vocab.json
frisch	friS	friS	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
frisch	friS	friS	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
frisch	friS	friS	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
frisch	friS	friS	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
frisch	friS	friS	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
frisch	friS	friS	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
frisch	friS	friS	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
frisch	friS	friS	ADV	0.6965174129353234	dict/vocab.json
Frost	frOst	frost	NOUN.Masc.Acc	1.0	dict/vocab.json
Frost	frOst	frost	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Frost	frOst	frost	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
fratt	frat	frÄten	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
frit	frit	frÄten	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
fritt	frit	frÄten	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
frit	frit	frÄten	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
fritt	frit	frÄten	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
fratt	frat	frÄten	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
frit	frit	frÄten	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
fritt	frit	frÄten	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
Fröhjoahr	frÖjår	frÖ+jår	NOUN.Masc.Acc	1.0	dict/vocab.json
Fröhjoahr	frÖjår	frÖ+jår	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Fröhjoahr	frÖjår	frÖ+jår	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
frödiglich	frÖdiglix	frÖdiglix	ADV	1.0	dict/vocab.json
Frölen	frÖlEn	frÖlEn	NOUN.Fem.Acc	1.0	dict/vocab.json
Frölen	frÖlEn	frÖlEn	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Frölen	frÖlEn	frÖlEn	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Frölens	frÖlEns	frÖlEn	NOUN.Masc.Gen.arch	1.0	dict/vocab.json
Frölens	frÖlEns	frÖlEn	NOUN.Pl_s.Acc	1.0	dict/vocab.json
Frölens	frÖlEns	frÖlEn	NOUN.Pl_s.Nom	1.0	dict/vocab.json
Fründ	frÜnd	frÜnd	NOUN.Masc.Acc	1.0	dict/vocab.json
Fründ	frÜnd	frÜnd	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Fründ	frÜnd	frÜnd	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Froage	fråge	fråg	NOUN.Fem.Acc	1.0	dict/vocab.json
Froag	fråg	fråg	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Froage	fråge	fråg	NOUN.Fem.Dat.arch	0.9361702127659575	dict/vocab.json
Froag	fråg	fråg	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Froage	fråge	fråg	NOUN.Fem.Nom.arch	0.9574468085106383	dict/vocab.json
Froagen	frågen	frågen	NOUN.Neut.Acc	1.0	dict/vocab.json
Froagen	frågen	frågen	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Froagen	frågen	frågen	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
frog	frOg	frågen	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
frog	frOg	frågen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
Froaß	frås	frås	NOUN.Masc.Acc	1.0	dict/vocab.json
Froaß	frås	frås	NOUN.Masc.Dat.hd	0.9175257731958762	dict/vocab.json
Froaß	frås	frås	NOUN.Masc.Nom.hd	0.9072164948453608	dict/vocab.json
fründlich	fründlIx	fründlix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
fründlich	fründlIx	fründlix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
fründlich	fründlIx	fründlix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
fründlich	fründlIx	fründlix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
fründlich	fründlIx	fründlix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
fründlich	fründlIx	fründlix	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
fründlich	fründlIx	fründlix	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
fründlichst	fründlIxst	fründlix	ADJ.Spv.Fem.Acc	1.0	dict/vocab.json
fründlichst	fründlIxst	fründlix	ADJ.Spv.Fem.Nom.arch	1.0	dict/vocab.json
fründlichst	fründlIxst	fründlix	ADJ.Spv.Masc.Nom.emph	1.0	dict/vocab.json
fründlichst	fründlIxst	fründlix	ADJ.Spv.Neut.Acc.wk	1.0	dict/vocab.json
fründlichst	fründlIxst	fründlix	ADJ.Spv.Neut.Nom.wk	1.0	dict/vocab.json
fründlichst	fründlIxst	fründlix	ADJ.Spv.Pl.Acc.st	1.0	dict/vocab.json
fründlichst	fründlIxst	fründlix	ADJ.Spv.Pl.Nom.st	1.0	dict/vocab.json
fründlich	fründlIx	fründlix	ADV	0.6965174129353234	dict/vocab.json
fründlichst	fründlIxst	fründlix	ADV.Spv	0.5	dict/vocab.json
vullup	fulup	ful+up	ADV	1.0	dict/vocab.json
vullste	fulste	ful	ADJ.Fem.Ind.Sg.Spv	1.0	dict/vocab.json
vuller	fuler	ful	ADV.Cpv	1.0	dict/vocab.json
vullens	fulens	fulens	ADV	1.0	dict/vocab.json
fögt	fÖgt	fÖgen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
fögt	fÖgt	fÖgen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
fögt	fÖgt	fÖgen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
fögt	fÖgt	fÖgen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
fögt	fÖgt	fÖgen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
föhlt	fÖlt	fÖlen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
föhlt	fÖlt	fÖlen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
föhlt	fÖlt	fÖlen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
föhlt	fÖlt	fÖlen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
föhlt	fÖlt	fÖlen	VERB.PPast.wk	1.0	dict/vocab.json
Fü'r	fÜr	fÜr	NOUN.Neut.Acc	1.0	dict/vocab.json
Fü'r	fÜr	fÜr	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Fü'r	fÜr	fÜr	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
fürig	fÜrig	fÜrig	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
fürig	fÜrig	fÜrig	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
fürig	fÜrig	fÜrig	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
fürig	fÜrig	fÜrig	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
fürig	fÜrig	fÜrig	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
fürig	fÜrig	fÜrig	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
fürig	fÜrig	fÜrig	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
fürig	fÜrig	fÜrig	ADV	0.6965174129353234	dict/vocab.json
Fusel	fUsEl	fÜselEr	NOUN.Fem.Acc	1.0	dict/vocab.json
Fusel	fUsEl	fÜselEr	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Fusel	fUsEl	fÜselEr	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Füseleer	fÜselEr	fÜselEr	NOUN.Masc.Acc	1.0	dict/vocab.json
Füseleer	fÜselEr	fÜselEr	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Füseleer	fÜselEr	fÜselEr	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
fung	fung	fängen	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
füng	füng	fängen	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
fängt	fengt	fängen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
fängt	fengt	fängen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
fung	fung	fängen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
füng	füng	fängen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
gefangen	gefangen	fängen	VERB.PPast.wk	1.0	dict/vocab.json
Ferken	ferken	färken	NOUN.Neut.Acc	1.0	dict/vocab.json
Ferken	ferken	färken	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Ferken	ferken	färken	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
Foaden	fåden	fåden	NOUN.Masc.Acc	1.0	dict/vocab.json
Foaden	fåden	fåden	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Foaden	fåden	fåden	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Voader	fåder	fåder	NOUN.Masc.Acc	1.0	dict/vocab.json
Voader	fåder	fåder	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Voaderns	fåderns	fåder	NOUN.Masc.Gen.arch	1.0	dict/vocab.json
Voader	fåder	fåder	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
Foahn	fån	fån	NOUN.Fem.Acc	1.0	dict/vocab.json
Foahn	fån	fån	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Foahn	fån	fån	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Foahr	får	får	NOUN.Fem.Acc	1.0	dict/vocab.json
Foahr	får	får	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Foahr	får	får	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
fohren	fåren	fåren	VERB.Inf	0.9833887043189369	dict/vocab.json
fohren	fåren	fåren	VERB._.Pl.Ind.Prs	1.0	dict/vocab.json
