uns'	uns	DET	DET.1.Poss.Pl.Fem.Acc	1.0	dict/vocab.json
rinner	riner	riner	ADV	1.0	dict/vocab.json
ringsüm	ringsüm	rings+üm	ADV	1.0	dict/vocab.json
ritterlich	riterlix	riterlix	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
ritterlich	riterlix	riterlix	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
ritterlichen	riterlixen	riterlix	ADJ.Pos.Masc.Acc	1.0	dict/vocab.json
ritterlich	riterlix	riterlix	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
ritterlich	riterlix	riterlix	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
ritterlich	riterlix	riterlix	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
ritterlichen	riterlixen	riterlix	ADJ.Pos.Pl.Acc.wk	0.9615384615384616	dict/vocab.json
ritterlichen	riterlixen	riterlix	ADJ.Pos.Pl.Nom.wk	0.9615384615384616	dict/vocab.json
ritterlich	riterlix	riterlix	ADV	0.6965174129353234	dict/vocab.json
gericht	gerixt	rixten	VERB.PPast.wk	1.0	dict/vocab.json
gericht'	gerixt	rixten	VERB.PPast.wk	1.0	dict/vocab.json
Richter	rixter	rixter	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Richter	rixter	rixter	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Richter	rixter	rixter	NOUN.Masc.Nom	1.0	dict/vocab.json
richtig	rixtig	rixtig	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
richtig	rixtig	rixtig	ADJ.Pos.Fem.Nom.hd	0.9253731343283582	dict/vocab.json
richtig	rixtig	rixtig	ADJ.Pos.Masc.Nom.hd	0.9253731343283582	dict/vocab.json
richtig	rixtig	rixtig	ADJ.Pos.Neut.Acc.wk.hd	0.9054726368159204	dict/vocab.json
richtig	rixtig	rixtig	ADJ.Pos.Neut.Nom.wk.hd	0.9104477611940298	dict/vocab.json
richtig	rixtig	rixtig	ADJ.Pos.Pl.Acc.wk.hd	0.9054726368159204	dict/vocab.json
richtig	rixtig	rixtig	ADJ.Pos.Pl.Nom.wk.hd	0.9054726368159204	dict/vocab.json
richtig	rixtig	rixtig	ADV.hd	0.6965174129353234	dict/vocab.json
Roggen	rogen	rogen	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Röggen	rogen	rogen	NOUN.Masc.Acc.ocr	0.822429906542056	dict/vocab.json
Roggen	rogen	rogen	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Röggen	rogen	rogen	NOUN.Masc.Dat.ocr	0.9579439252336449	dict/vocab.json
Röggen	rogen	rogen	NOUN.Masc.Nom	1.0	dict/vocab.json
rollt	rolt	rolen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
rollt	rolt	rolen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
rollt	rolt	rolen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
rollt	rolt	rolen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
rollen	rolen	rolen	VERB.Inf	1.0	dict/vocab.json
rollt	rolt	rolen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
rollen	rolen	rolen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Rum	rum	rum	NOUN.Masc.Acc.Sg	1.0	dict/vocab.json
Rum	rum	rum	NOUN.Masc.Dat.Sg	0.9498327759197325	dict/vocab.json
Rum	rum	rum	NOUN.Masc.Nom.Sg	0.9264214046822743	dict/vocab.json
rund	rund	rund	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
rund	rund	rund	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
rund	rund	rund	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
rund	rund	rund	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
rund	rund	rund	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
rund	rund	rund	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
rund	rund	rund	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
rund	rund	rund	ADV	0.6965174129353234	dict/vocab.json
runner	runer	runer	ADV	1.0	dict/vocab.json
ruppig	rupig	rupig	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
ruppig	rupig	rupig	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
ruppig	rupig	rupig	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
ruppig	rupig	rupig	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
ruppig	rupig	rupig	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
ruppig	rupig	rupig	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
ruppig	rupig	rupig	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
ruppig	rupig	rupig	ADV	0.6965174129353234	dict/vocab.json
rutschen	rutSEn	rutSen	VERB.Inf	1.0	dict/vocab.json
rutschen	rutSEn	rutSen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Räknung	rÄknung	rÄknung	NOUN.Fem.Acc	1.0	dict/vocab.json
Räknung	rÄknung	rÄknung	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Räknung	rÄknung	rÄknung	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
röden	rÖden	rÖden	VERB.Inf	1.0	dict/vocab.json
röden	rÖden	rÖden	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
rögt	rÖgt	rÖgen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
rögt	rÖgt	rÖgen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
rögt	rÖgt	rÖgen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
rögt	rÖgt	rÖgen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
gerögt	gerÖgt	rÖgen	VERB.PPast.wk	1.0	dict/vocab.json
rökern	rÖkern	rÖkern	VERB.Inf	1.0	dict/vocab.json
rökern	rÖkern	rÖkern	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
röhr	rÖr	rÖren	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
röhrt	rÖrt	rÖren	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
röhrt	rÖrt	rÖren	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
röhr	rÖr	rÖren	VERB.2.Sg.Imp	0.8650793650793651	dict/vocab.json
röhrt	rÖrt	rÖren	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
röhrt	rÖrt	rÖren	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
röhren	rÖren	rÖren	VERB.Inf	1.0	dict/vocab.json
röhrt	rÖrt	rÖren	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
röhren	rÖren	rÖren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Rad	råd	råd	NOUN.Neut.Acc	0.9745762711864406	dict/vocab.json
Rad	råd	råd	NOUN.Neut.Dat	0.9661016949152542	dict/vocab.json
Rad	råd	råd	NOUN.Neut.Nom	1.0	dict/vocab.json
Roasen	råsen	råsen	NOUN.Neut.Acc.Sg	1.0	dict/vocab.json
Roasen	råsen	råsen	NOUN.Neut.Dat.Sg	1.0	dict/vocab.json
Roasen	råsen	råsen	NOUN.Neut.Nom.Sg	0.9817073170731707	dict/vocab.json
roast	råst	råsen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
roast	råst	råsen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
roast	råst	råsen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
roast	råst	råsen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
roasen	råsen	råsen	VERB.Inf	1.0	dict/vocab.json
roast	råst	råsen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
roasen	råsen	råsen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Roathhus	råthUs	råt+hUs	NOUN.Neut.Acc	1.0	dict/vocab.json
Roathhus	råthUs	råt+hUs	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Roathhus	råthUs	råt+hUs	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
Roath	råt	råt	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Roath	råt	råt	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Roath	råt	råt	NOUN.Masc.Nom	1.0	dict/vocab.json
rönnt	rönt	rönen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
rönnt	rönt	rönen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
rönnt	rönt	rönen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
rönnt	rönt	rönen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
rönn'n	rönen	rönen	VERB.Inf	1.0	dict/vocab.json
gerönnt	gerönt	rönen	VERB.PPast.wk	1.0	dict/vocab.json
rönn'n	rönen	rönen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Rüggen	rügen	rügen	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Rüggen	rügen	rügen	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Rüggen	rügen	rügen	NOUN.Masc.Nom	1.0	dict/vocab.json
rückt	rükt	rüken	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
rückt	rükt	rüken	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
rückt	rükt	rüken	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
rückt	rükt	rüken	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
rücken	rüken	rüken	VERB.Inf	1.0	dict/vocab.json
rückt	rükt	rüken	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
rücken	rüken	rüken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
rüstet	rüstet	rüsten	VERB.1.Sg.Ind.Prt.wk.arch.st	0.5560538116591929	dict/vocab.json
rüstet	rüstet	rüsten	VERB.2.Pl.Imp.arch.st	0.6636771300448431	dict/vocab.json
rüstet	rüstet	rüsten	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
rüstet	rüstet	rüsten	VERB.3.Sg.Ind.Prt.wk.arch.st	0.5515695067264574	dict/vocab.json
rüstet	rüstet	rüsten	VERB.PPast.wk.arch.st	0.5560538116591929	dict/vocab.json
sehen	sEen	sEen	VERB.Inf	1.0	dict/vocab.json
sehen	sEen	sEen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Segen	sEgen	sEgen	NOUN.Masc.Acc.hd	0.8436018957345972	dict/vocab.json
Segen	sEgen	sEgen	NOUN.Masc.Dat	1.0	dict/vocab.json
Segen	sEgen	sEgen	NOUN.Masc.Nom.hd	0.9715639810426541	dict/vocab.json
Seelen	sElen	sEl	NOUN.Pl_en.Acc	1.0	dict/vocab.json
Seelen	sElen	sEl	NOUN.Pl_en.Dat	1.0	dict/vocab.json
Seelen	sElen	sEl	NOUN.Pl_en.Nom	0.9444444444444444	dict/vocab.json
selig	sElig	sElig	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
selig	sElig	sElig	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
selig	sElig	sElig	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
selig	sElig	sElig	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
selig	sElig	sElig	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
selig	sElig	sElig	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
selig	sElig	sElig	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
selig	sElig	sElig	ADV	0.6965174129353234	dict/vocab.json
seht	sEt	sEn	VERB.1.Sg.Ind.Prt.wk.hd	0.7207792207792207	dict/vocab.json
seht	sEt	sEn	VERB.2.Pl.Imp	1.0	dict/vocab.json
sühst	sÜst	sEn	VERB.2.Sg.Ind.Prs	1.0	dict/vocab.json
süht	sÜt	sEn	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
seht	sEt	sEn	VERB.3.Sg.Ind.Prt.wk.hd	0.7142857142857143	dict/vocab.json
seht	sEt	sEn	VERB.PPast.wk.hd	0.7402597402597403	dict/vocab.json
Sehnen	sEnen	sEnen	NOUN.Neut.Acc	1.0	dict/vocab.json
Sehnen	sEnen	sEnen	NOUN.Neut.Dat	0.9495798319327731	dict/vocab.json
Sehnen	sEnen	sEnen	NOUN.Neut.Nom	0.9663865546218487	dict/vocab.json
Seep	sEp	sEp	NOUN.Fem.Acc	1.0	dict/vocab.json
Seep	sEp	sEp	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Seep	sEp	sEp	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Sied	sId	sId	NOUN.Fem.Acc	1.0	dict/vocab.json
Sied	sId	sId	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Sied	sId	sId	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Siet	sIt	sIt	NOUN.Fem.Acc	1.0	dict/vocab.json
Siet	sIt	sIt	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Siet	sIt	sIt	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
Soop	sOp	sOp	NOUN.Masc.Acc	0.8436018957345972	dict/vocab.json
Soop	sOp	sOp	NOUN.Masc.Dat	1.0	dict/vocab.json
Soop	sOp	sOp	NOUN.Masc.Nom	0.9715639810426541	dict/vocab.json
Su	sU	sU	NOUN.Fem.Acc	0.9782608695652174	dict/vocab.json
Su	sU	sU	NOUN.Fem.Dat	0.967391304347826	dict/vocab.json
Su	sU	sU	NOUN.Fem.Nom	1.0	dict/vocab.json
süpt	süpt	sUpen	VERB.1.Sg.Ind.Prt.wk	0.5560538116591929	dict/vocab.json
söpt	süpt	sUpen	VERB.1.Sg.Ind.Prt.wk.ocr	0.5560538116591929	dict/vocab.json
süpt	süpt	sUpen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
söpt	süpt	sUpen	VERB.2.Pl.Imp.ocr	0.6636771300448431	dict/vocab.json
söpt	süpt	sUpen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
süpt	süpt	sUpen	VERB.3.Sg.Ind.Prt.wk	0.5515695067264574	dict/vocab.json
söpt	süpt	sUpen	VERB.3.Sg.Ind.Prt.wk.ocr	0.5515695067264574	dict/vocab.json
süpt	süpt	sUpen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
söpt	süpt	sUpen	VERB.PPast.wk.ocr	0.5560538116591929	dict/vocab.json
sopen	sOpen	sUpen	VERB._.Pl.Ind.Prt.wk	1.0	dict/vocab.json
Saft	saft	saft	NOUN.Masc.Acc.hd	0.822429906542056	dict/vocab.json
Saft	saft	saft	NOUN.Masc.Dat.hd	0.9579439252336449	dict/vocab.json
Saft	saft	saft	NOUN.Masc.Nom	1.0	dict/vocab.json
Sack	sak	sak	NOUN.Masc.Acc	1.0	dict/vocab.json
Sack	sak	sak	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Sack	sak	sak	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
sackte	sakte	saken	VERB.1.Sg.Ind.Prt.wk.hd.wk	0.9310344827586207	dict/vocab.json
sackte	sakte	saken	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
Sand	sand	sand	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Sand	sand	sand	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Sand	sand	sand	NOUN.Masc.Nom	1.0	dict/vocab.json
Sang	sang	sang	NOUN.Masc.Acc	0.8436018957345972	dict/vocab.json
Sang	sang	sang	NOUN.Masc.Dat	1.0	dict/vocab.json
Sang	sang	sang	NOUN.Masc.Nom	0.9715639810426541	dict/vocab.json
Sarras	saras	saras	NOUN.Masc.Acc	1.0	dict/vocab.json
Sarras	saras	saras	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Sarras	saras	saras	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
sarp	sarp	sarp	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
sarp	sarp	sarp	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
sarp	sarp	sarp	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
sarp	sarp	sarp	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
sarp	sarp	sarp	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
sarp	sarp	sarp	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
sarp	sarp	sarp	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
sarp	sarp	sarp	ADV	0.6965174129353234	dict/vocab.json
Satz	sats	sats	NOUN.Masc.Acc.hd	0.822429906542056	dict/vocab.json
Satz	sats	sats	NOUN.Masc.Dat.hd	0.9579439252336449	dict/vocab.json
Satz	sats	sats	NOUN.Masc.Nom	1.0	dict/vocab.json
sacht	saxt	saxt	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
sacht	saxt	saxt	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
sacht	saxt	saxt	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
sacht	saxt	saxt	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
sacht	saxt	saxt	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
sacht	saxt	saxt	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
sacht	saxt	saxt	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
sacht	saxt	saxt	ADV	0.6965174129353234	dict/vocab.json
segg	seg	segen	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
segg'	seg	segen	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
sagt	sagt	segen	VERB.1.Sg.Ind.Prt.wk.hd	0.7207792207792207	release/bornemann-1868-gedichte.full.conllu
sagt	sagt	segen	VERB.2.Pl.Imp	1.0	release/bornemann-1868-gedichte.full.conllu
segg	seg	segen	VERB.2.Sg.Imp	0.8650793650793651	dict/vocab.json
segg'	seg	segen	VERB.2.Sg.Imp	0.8650793650793651	dict/vocab.json
segst	segst	segen	VERB.2.Sg.Ind.Prt.st.vi	1.0	dict/vocab.json
seggt	segt	segen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
segt	segt	segen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
sagt	sagt	segen	VERB.3.Sg.Ind.Prt.wk.hd	0.7142857142857143	release/bornemann-1868-gedichte.full.conllu
gesegt	gesegt	segen	VERB.PPast.wk	1.0	dict/vocab.json
Sämp	semp	semp	NOUN.Masc.Acc	1.0	dict/vocab.json
Sämp	semp	semp	NOUN.Masc.Dat	0.9175257731958762	dict/vocab.json
Sämp	semp	semp	NOUN.Masc.Nom	0.9072164948453608	dict/vocab.json
sett	set	seten	VERB.1.Sg.Ind.Prs	1.0	dict/vocab.json
sett	set	seten	VERB.2.Sg.Imp	0.8650793650793651	dict/vocab.json
Sinne	sine	sin	NOUN.Masc.Acc.hd	0.822429906542056	dict/vocab.json
Sinne	sine	sin	NOUN.Masc.Dat.hd	0.9579439252336449	dict/vocab.json
Sinne	sine	sin	NOUN.Masc.Nom	1.0	dict/vocab.json
sind	sind	sind	AUX.Inf	1.0	dict/vocab.json
gesinnt	gesint	sinen	VERB.PPast.wk	1.0	dict/vocab.json
Singsang	singsang	sing+sang	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Singsang	singsang	sing+sang	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Singsangs	singsangs	sing+sang	NOUN.Masc.Gen.arch	1.0	dict/vocab.json
Singsang	singsang	sing+sang	NOUN.Masc.Nom	1.0	dict/vocab.json
sung	sung	singen	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
singt	singt	singen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
singst	singst	singen	VERB.2.Sg.Ind.Prs	1.0	dict/vocab.json
singt	singt	singen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
sung	sung	singen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
singen	singen	singen	VERB.Inf	1.0	dict/vocab.json
singn	singen	singen	VERB.Inf	1.0	dict/vocab.json
singt	singt	singen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
singen	singen	singen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
singn	singen	singen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/vocab.json
Sitt	sit	sit	NOUN.Fem.Acc	0.9887640449438202	dict/vocab.json
Sitt'	sit	sit	NOUN.Fem.Acc	0.9887640449438202	dict/vocab.json
Sitt	sit	sit	NOUN.Fem.Dat	1.0	dict/vocab.json
Sitt'	sit	sit	NOUN.Fem.Dat	1.0	dict/vocab.json
Sitt	sit	sit	NOUN.Fem.Nom	1.0	dict/vocab.json
Sitt'	sit	sit	NOUN.Fem.Nom	1.0	dict/vocab.json
satt	sat	siten	VERB.1.Sg.Ind.Prt.wk	1.0	dict/vocab.json
sitt	sit	siten	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
sitt	sit	siten	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
seet	sEt	siten	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
sitt	sit	siten	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
sich	six	six	PRON.Refl.Acc.Sg	1.0	dict/vocab.json
sichtig	sixtig	sixtig	ADJ.Pos.Fem.Acc	1.0	dict/vocab.json
sichtig	sixtig	sixtig	ADJ.Pos.Fem.Nom	0.9253731343283582	dict/vocab.json
sichtig	sixtig	sixtig	ADJ.Pos.Masc.Nom	0.9253731343283582	dict/vocab.json
sichtig	sixtig	sixtig	ADJ.Pos.Neut.Acc.wk	0.9054726368159204	dict/vocab.json
sichtig	sixtig	sixtig	ADJ.Pos.Neut.Nom.wk	0.9104477611940298	dict/vocab.json
sichtig	sixtig	sixtig	ADJ.Pos.Pl.Acc.wk	0.9054726368159204	dict/vocab.json
sichtig	sixtig	sixtig	ADJ.Pos.Pl.Nom.wk	0.9054726368159204	dict/vocab.json
sichtig	sixtig	sixtig	ADV	0.6965174129353234	dict/vocab.json
sogoar	sogår	sogår	ADV	1.0	dict/vocab.json
Soldoat	soldåt	soldåt	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Soldoat	soldåt	soldåt	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Soldoat	soldåt	soldåt	NOUN.Masc.Nom	1.0	dict/vocab.json
Soldoaten	soldåten	soldåt	NOUN.Pl_en.Acc	1.0	dict/vocab.json
Soldoaten	soldåten	soldåt	NOUN.Pl_en.Dat	0.6666666666666666	dict/vocab.json
Soldoaten	soldåten	soldåt	NOUN.Pl_en.Nom	0.9259259259259259	dict/vocab.json
Solt	solt	solt	NOUN.Neut.Acc	0.9745762711864406	dict/vocab.json
Solt	solt	solt	NOUN.Neut.Dat	0.9661016949152542	dict/vocab.json
Solt	solt	solt	NOUN.Neut.Nom	1.0	dict/vocab.json
Sommer	somer	somer	NOUN.Masc.Acc	0.822429906542056	dict/vocab.json
Sommer	somer	somer	NOUN.Masc.Dat	0.9579439252336449	dict/vocab.json
Sommers	somers	somer	NOUN.Masc.Gen.arch	1.0	dict/vocab.json
Sommer	somer	somer	NOUN.Masc.Nom	1.0	dict/vocab.json
Sorg'	sorg	sorg	NOUN.Fem.Acc	1.0	dict/vocab.json
Sorg'	sorg	sorg	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Sorg'	sorg	sorg	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
sorgt	sorgt	sorgen	VERB.1.Sg.Ind.Prt.wk.st	0.7207792207792207	dict/vocab.json
sorgt	sorgt	sorgen	VERB.2.Pl.Imp	1.0	dict/vocab.json
sorgt	sorgt	sorgen	VERB.3.Sg.Ind.Prs.st	0.961038961038961	dict/vocab.json
sorgt	sorgt	sorgen	VERB.3.Sg.Ind.Prt.wk.st	0.7142857142857143	dict/vocab.json
sorgt	sorgt	sorgen	VERB.PPast.wk.st	0.7402597402597403	dict/vocab.json
Spoor	spOr	spOr	NOUN.Fem.Acc	1.0	dict/vocab.json
Spoor	spOr	spOr	NOUN.Fem.Dat	0.9361702127659575	dict/vocab.json
Spoor	spOr	spOr	NOUN.Fem.Nom	0.9574468085106383	dict/vocab.json
spoorte	spOrte	spOren	VERB.1.Sg.Ind.Prt.wk.hd.wk	0.9310344827586207	dict/vocab.json
spoorte	spOrte	spOren	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
Spann	span	span	NOUN.Neut.Acc	0.9745762711864406	dict/vocab.json
Spann	span	span	NOUN.Neut.Dat	0.9661016949152542	dict/vocab.json
Spann	span	span	NOUN.Neut.Nom	1.0	dict/vocab.json
spannt	spant	spanen	VERB.1.Sg.Ind.Prt.wk	0.7207792207792207	dict/vocab.json
spannt	spant	spanen	VERB.2.Pl.Imp	1.0	dict/vocab.json
spannt	spant	spanen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
spannt	spant	spanen	VERB.3.Sg.Ind.Prt.wk	0.7142857142857143	dict/vocab.json
gespannt	gespant	spanen	VERB.PPast.wk	1.0	dict/vocab.json
spunn	spun	spanen	VERB.1.Sg.Ind.Prt.wk.st	0.9310344827586207	dict/vocab.json
spunn	spun	spanen	VERB.3.Sg.Ind.Prt.wk	1.0	dict/vocab.json
spinnt	spint	spinen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
spinnt	spint	spinen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
spunnen	spunen	spinen	VERB.PPast.wk	1.0	dict/vocab.json
Spitzkopp	spitskop	spits+kOp	NOUN.Masc.Acc.hd	0.822429906542056	dict/vocab.json
Spitzkopp	spitskop	spits+kOp	NOUN.Masc.Dat.hd	0.9579439252336449	dict/vocab.json
Spitzkopp	spitskop	spits+kOp	NOUN.Masc.Nom	1.0	dict/vocab.json
sprung	sprung	springen	VERB.1.Sg.Ind.Prt.wk	1.0	dict/vocab.json
springt	springt	springen	VERB.2.Pl.Imp	0.6636771300448431	dict/vocab.json
springt	springt	springen	VERB.3.Sg.Ind.Prs	1.0	dict/vocab.json
sprung	sprung	springen	VERB.3.Sg.Ind.Prt.wk.st	0.9798387096774194	dict/vocab.json
springt	springt	springen	VERB.PPast.wk	0.5560538116591929	dict/vocab.json
Sprung	sprung	sprung	NOUN.Masc.Acc.Sg	1.0	dict/vocab.json
Sprung	sprung	sprung	NOUN.Masc.Dat.Sg	0.9498327759197325	dict/vocab.json
Sprung	sprung	sprung	NOUN.Masc.Nom.Sg	0.9264214046822743	dict/vocab.json
spräkt	sprÄkt	sprÄken	VERB.1.Sg.Ind.Prt.wk	0.7207792207792207	dict/vocab.json
spräkt	sprÄkt	sprÄken	VERB.2.Pl.Imp	1.0	dict/vocab.json
